imgType,imageType.thisRepN,imageType.thisTrialN,imageType.thisN,imageType.thisIndex,text_instr.started,block_loop.started,key_resp_2.started,key_resp_2.keys,key_resp_2.rt,image_type.started,instr_resp.started,instr_resp.keys,instr_resp.rt,staircase.label,staircase.startVal,staircase.startValSd,staircase.pThreshold,staircase.method,staircase.maxVal,staircase.minVal,staircase.range,staircase.thisIndex,staircase.thisRepN,staircase.thisN,staircase.direction,staircase.stepSize,staircase.stepType,staircase.intensity,ISI.started,image1.started,image2.started,image3.started,key_resp.started,staircase.response,level,targetSide,CorrectAns,correct,approxThreshold,std,mean,image1.stopped,image2.stopped,image3.stopped,thanks_text.started,key_resp_4.started,key_resp_4.keys,key_resp_4.rt,participant,date,expName,psychopyVersion,frameRate,
,,,,,22.795076500013238,50.87762770001427,50.87762770001427,space,5.4154924000031315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6_zsl_2,2023-04-19_20h55.06.630,quest_noise,2022.2.5,120.11362748987106,
shadow,0,0,0,12,,,,,,56.32786230000784,56.32786230000784,space,3.9493266999779735,solo,0.8,0.8,0.82,quantile,1,0,1,0,1,0,start,4,lin,0.8,0.3332837999914773,61.11953060000087,61.11953060000087,61.11953060000087,61.11953060000087,1,0.8,1,right,1,,,,,,,,,,,6_zsl_2,2023-04-19_20h55.06.630,quest_noise,2022.2.5,120.11362748987106,
shadow,0,0,0,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6_zsl_2,2023-04-19_20h55.06.630,quest_noise,2022.2.5,120.11362748987106,
shadow,0,0,0,12,,,,,,,,,,solo,0.8,0.8,0.82,quantile,1,0,1,0,2,1,start,4,lin,0.7711677739866264,0.011544200009666383,62.95281809999142,62.95281809999142,62.95281809999142,62.95281809999142,1,0.7711677739866264,-1,left,1,,,,,,,,,,,6_zsl_2,2023-04-19_20h55.06.630,quest_noise,2022.2.5,120.11362748987106,
shadow,0,0,0,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6_zsl_2,2023-04-19_20h55.06.630,quest_noise,2022.2.5,120.11362748987106,
shadow,0,0,0,12,,,,,,,,,,solo,0.8,0.8,0.82,quantile,1,0,1,0,3,2,start,4,lin,0.6892364930809887,0.011071699991589412,63.90289900000789,63.90289900000789,63.90289900000789,63.90289900000789,1,0.6892364930809887,-1,left,1,,,,,,,,,,,6_zsl_2,2023-04-19_20h55.06.630,quest_noise,2022.2.5,120.11362748987106,
shadow,0,0,0,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6_zsl_2,2023-04-19_20h55.06.630,quest_noise,2022.2.5,120.11362748987106,
shadow,0,0,0,12,,,,,,,,,,solo,0.8,0.8,0.82,quantile,1,0,1,0,4,3,start,4,lin,0.6252138722597939,0.011807599978055805,64.90286319999723,64.90286319999723,64.90286319999723,64.90286319999723,1,0.6252138722597939,-1,left,1,,,,,,,,,,,6_zsl_2,2023-04-19_20h55.06.630,quest_noise,2022.2.5,120.11362748987106,
shadow,0,0,0,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6_zsl_2,2023-04-19_20h55.06.630,quest_noise,2022.2.5,120.11362748987106,
shadow,0,0,0,12,,,,,,,,,,solo,0.8,0.8,0.82,quantile,1,0,1,0,5,4,start,4,lin,0.5740588781600403,0.01114449999295175,65.89458069999819,65.89458069999819,65.89458069999819,65.89458069999819,1,0.5740588781600403,-1,left,1,,,,,,,,,,,6_zsl_2,2023-04-19_20h55.06.630,quest_noise,2022.2.5,120.11362748987106,
