natural*01,natural*02,natural*03,natural*04,natural*05,natural*06,natural*07,natural*08,natural*09,unnatural*01,unnatural*02,unnatural*03,unnatural*04,unnatural*05,unnatural*06,unnatural*07,unnatural*08,unnatural*09
0.15486878156661987,0.08458131551742554,0.11398325860500336,0.06927888840436935,0.06539781391620636,0.10483568906784058,0.07051225006580353,0.1816820204257965,0.06949331611394882,0.16260547935962677,0.07903029024600983,0.12383759021759033,0.07389675080776215,0.05629446730017662,0.11436717957258224,0.077738456428051,0.18775424361228943,0.04909658432006836
0.15780994296073914,0.08677148073911667,0.11644139885902405,0.07109437882900238,0.06704428046941757,0.1068996787071228,0.07204462587833405,0.1854538768529892,0.071104034781456,0.16574719548225403,0.08102723211050034,0.12635478377342224,0.07576936483383179,0.057437002658843994,0.11681349575519562,0.07956419140100479,0.19169583916664124,0.05003301799297333
0.16086934506893158,0.08902089297771454,0.11896425485610962,0.07287933677434921,0.06869611889123917,0.1091267317533493,0.07356701791286469,0.18933841586112976,0.07290992140769958,0.16902706027030945,0.08302450180053711,0.12909254431724548,0.07775664329528809,0.05875452607870102,0.11927773058414459,0.08139465749263763,0.19565987586975098,0.05103255435824394
0.16401419043540955,0.09129026532173157,0.12159189581871033,0.07475727051496506,0.07040586322546005,0.11132409423589706,0.07530862838029861,0.1933901607990265,0.07469204068183899,0.1723356693983078,0.08507966995239258,0.13178634643554688,0.07980158179998398,0.06003221124410629,0.12185760587453842,0.08328132331371307,0.19976864755153656,0.052111681550741196
0.16724106669425964,0.09369918704032898,0.12424226105213165,0.076766736805439,0.07209934294223785,0.11355531215667725,0.07706121355295181,0.19752101600170135,0.0765770673751831,0.17575065791606903,0.087124764919281,0.13461855053901672,0.08178891241550446,0.06140647828578949,0.12453579902648926,0.08526702970266342,0.20407864451408386,0.0531478077173233
0.17061370611190796,0.09609982371330261,0.12699180841445923,0.078761026263237,0.07384650409221649,0.11587288230657578,0.0788058266043663,0.20175831019878387,0.07854233682155609,0.1793181598186493,0.089368537068367,0.13745170831680298,0.08392997831106186,0.0627465695142746,0.1272134780883789,0.08728379011154175,0.20838329195976257,0.05417044460773468
0.17402145266532898,0.09856151044368744,0.12981411814689636,0.08068408817052841,0.07570997625589371,0.11825291812419891,0.08066794276237488,0.20610782504081726,0.08049695193767548,0.1828296035528183,0.09161943197250366,0.14037160575389862,0.08615343272686005,0.06412318348884583,0.129996657371521,0.08934058248996735,0.21276919543743134,0.05535930395126343
0.17747724056243896,0.10108260810375214,0.1326126754283905,0.0828135758638382,0.07751573622226715,0.12079056352376938,0.08244737237691879,0.21046024560928345,0.08250458538532257,0.18640606105327606,0.09393659234046936,0.1433161497116089,0.08833770453929901,0.06554374098777771,0.1327786147594452,0.09143699705600739,0.21723119914531708,0.056559816002845764
0.18099519610404968,0.1036967858672142,0.13550147414207458,0.08494113385677338,0.0793401449918747,0.12329690903425217,0.08432674407958984,0.21506290137767792,0.08443902432918549,0.19013576209545135,0.09622498601675034,0.14635694026947021,0.09067275375127792,0.06700202077627182,0.13567790389060974,0.09363561868667603,0.22174769639968872,0.05778023228049278
0.18447564542293549,0.10624407231807709,0.13856464624404907,0.08715372532606125,0.08126886934041977,0.12584605813026428,0.08618815243244171,0.21962611377239227,0.08651277422904968,0.19388596713542938,0.09861105680465698,0.1493302434682846,0.09309768676757812,0.06850357353687286,0.1386469304561615,0.09582683444023132,0.22642472386360168,0.05892153084278107
0.18819718062877655,0.10892115533351898,0.14149045944213867,0.08939065784215927,0.0831974446773529,0.128508523106575,0.08817233890295029,0.22434002161026,0.08858154714107513,0.19775240123271942,0.10109004378318787,0.1525101661682129,0.09559556841850281,0.06997521221637726,0.14165028929710388,0.09802867472171783,0.231108158826828,0.06009135767817497
0.1918925642967224,0.11168050765991211,0.14457328617572784,0.09174232184886932,0.08514885604381561,0.13124766945838928,0.09007240831851959,0.22913239896297455,0.09072303771972656,0.2017454355955124,0.10355818271636963,0.15576957166194916,0.09806114435195923,0.07156633585691452,0.14472800493240356,0.1003093346953392,0.23595401644706726,0.06134405732154846
0.19573983550071716,0.1144864559173584,0.14773492515087128,0.09406091272830963,0.08717668056488037,0.1340295672416687,0.09214597195386887,0.23400184512138367,0.0930488109588623,0.20577464997768402,0.10601769387722015,0.15904268622398376,0.10060357302427292,0.07323089241981506,0.14793993532657623,0.10267087072134018,0.24088776111602783,0.06268198788166046
0.1996152251958847,0.117442786693573,0.15098510682582855,0.09650205820798874,0.0892428457736969,0.13691271841526031,0.09425114095211029,0.23895816504955292,0.09519084542989731,0.20988094806671143,0.10870395600795746,0.16233348846435547,0.10315030813217163,0.07490694522857666,0.15108200907707214,0.10495542734861374,0.24599789083003998,0.06405310332775116
0.2036840170621872,0.12043744325637817,0.1543159782886505,0.09900923818349838,0.09132140129804611,0.13987699151039124,0.0963057205080986,0.24401816725730896,0.09751445055007935,0.21412929892539978,0.11143974959850311,0.16575947403907776,0.10574596375226974,0.07658401131629944,0.15445899963378906,0.10746865719556808,0.251139760017395,0.06540406495332718
0.2077193260192871,0.12351696193218231,0.1576615571975708,0.1016259491443634,0.09359201043844223,0.14291001856327057,0.09841924160718918,0.24923411011695862,0.09988594055175781,0.21848905086517334,0.11428012698888779,0.1692488193511963,0.10862179845571518,0.07827377319335938,0.15786705911159515,0.11000430583953857,0.25647658109664917,0.06674456596374512
0.21193072199821472,0.1265835165977478,0.1611400544643402,0.10421860218048096,0.09585438668727875,0.14605650305747986,0.1006149873137474,0.25471216440200806,0.10231944918632507,0.2229694426059723,0.1170748695731163,0.17289644479751587,0.11145828664302826,0.08013515919446945,0.16132652759552002,0.11263075470924377,0.2619675397872925,0.0681987926363945
