imgType,imageType.thisRepN,imageType.thisTrialN,imageType.thisN,imageType.thisIndex,text_instr.started,block_loop.started,key_resp_2.started,key_resp_2.keys,key_resp_2.rt,image_type.started,instr_resp.started,instr_resp.keys,instr_resp.rt,staircase.label,staircase.startVal,staircase.startValSd,staircase.pThreshold,staircase.method,staircase.maxVal,staircase.minVal,staircase.range,staircase.thisIndex,staircase.thisRepN,staircase.thisN,staircase.direction,staircase.stepSize,staircase.stepType,staircase.intensity,ISI.started,image1.started,image2.started,image3.started,key_resp.started,staircase.response,level,targetSide,CorrectAns,correct,approxThreshold,std,mean,thanks_text.started,key_resp_4.started,key_resp_4.keys,key_resp_4.rt,participant,date,expName,psychopyVersion,frameRate,
,,,,,14.86655459999929,19.021047199999884,19.021047199999884,space,1.024144699998942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3_ltw_1,2023-04-17_17h21.11.391,quest_noise,2022.2.5,121.09777555672638,
texture,0,0,0,14,,,,,,20.07949980000012,20.07949980000012,space,1.269556700000976,solo,0.8,0.8,0.82,quantile,1,0,1,0,1,0,start,4,lin,0.8,0.3336496000010811,22.196300800000245,22.196300800000245,22.196300800000245,22.196300800000245,1,0.8,1,right,1,,,,,,,,3_ltw_1,2023-04-17_17h21.11.391,quest_noise,2022.2.5,121.09777555672638,
texture,0,0,0,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3_ltw_1,2023-04-17_17h21.11.391,quest_noise,2022.2.5,121.09777555672638,
texture,0,0,0,14,,,,,,,,,,solo,0.8,0.8,0.82,quantile,1,0,1,0,2,1,start,4,lin,0.7711677739866264,0.01177309999911813,23.529568299998573,23.529568299998573,23.529568299998573,23.529568299998573,1,0.7711677739866264,1,right,1,,,,,,,,3_ltw_1,2023-04-17_17h21.11.391,quest_noise,2022.2.5,121.09777555672638,
texture,0,0,0,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3_ltw_1,2023-04-17_17h21.11.391,quest_noise,2022.2.5,121.09777555672638,
texture,0,0,0,14,,,,,,,,,,solo,0.8,0.8,0.82,quantile,1,0,1,0,3,2,start,4,lin,0.6892364930809887,0.01120939999964321,25.2879525999997,25.2879525999997,25.2879525999997,25.2879525999997,1,0.6892364930809887,-1,left,1,,,,,,,,3_ltw_1,2023-04-17_17h21.11.391,quest_noise,2022.2.5,121.09777555672638,
texture,0,0,0,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3_ltw_1,2023-04-17_17h21.11.391,quest_noise,2022.2.5,121.09777555672638,
texture,0,0,0,14,,,,,,,,,,solo,0.8,0.8,0.82,quantile,1,0,1,0,4,3,start,4,lin,0.6252138722597939,0.011771699999371776,27.396285799999532,27.396285799999532,27.396285799999532,27.396285799999532,1,0.6252138722597939,1,right,1,,,,,,,,3_ltw_1,2023-04-17_17h21.11.391,quest_noise,2022.2.5,121.09777555672638,
texture,0,0,0,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3_ltw_1,2023-04-17_17h21.11.391,quest_noise,2022.2.5,121.09777555672638,
texture,0,0,0,14,,,,,,,,,,solo,0.8,0.8,0.82,quantile,1,0,1,0,5,4,start,4,lin,0.5740588781600403,0.011211299999558832,28.713024299999233,28.713024299999233,28.713024299999233,28.713024299999233,1,0.5740588781600403,-1,left,1,,,,,,,,3_ltw_1,2023-04-17_17h21.11.391,quest_noise,2022.2.5,121.09777555672638,
texture,0,0,0,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3_ltw_1,2023-04-17_17h21.11.391,quest_noise,2022.2.5,121.09777555672638,
texture,0,0,0,14,,,,,,,,,,solo,0.8,0.8,0.82,quantile,1,0,1,0,6,5,start,4,lin,0.5312315311569114,0.01128459999927145,30.429585699999734,30.429585699999734,30.429585699999734,30.429585699999734,1,0.5312315311569114,-1,left,1,,,,,,,,3_ltw_1,2023-04-17_17h21.11.391,quest_noise,2022.2.5,121.09777555672638,
texture,0,0,0,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3_ltw_1,2023-04-17_17h21.11.391,quest_noise,2022.2.5,121.09777555672638,
texture,0,0,0,14,,,,,,,,,,solo,0.8,0.8,0.82,quantile,1,0,1,0,7,6,start,4,lin,0.49592477917827904,0.011540000001332373,32.24634270000024,32.24634270000024,32.24634270000024,32.24634270000024,0,0.49592477917827904,-1,left,0,,,,,,,,3_ltw_1,2023-04-17_17h21.11.391,quest_noise,2022.2.5,121.09777555672638,
texture,0,0,0,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3_ltw_1,2023-04-17_17h21.11.391,quest_noise,2022.2.5,121.09777555672638,
texture,0,0,0,14,,,,,,,,,,solo,0.8,0.8,0.82,quantile,1,0,1,0,8,7,start,4,lin,0.6250517860695689,0.011251100000663428,34.74636789999931,34.74636789999931,34.74636789999931,34.74636789999931,1,0.6250517860695689,-1,left,1,,,,,,,,3_ltw_1,2023-04-17_17h21.11.391,quest_noise,2022.2.5,121.09777555672638,
texture,0,0,0,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3_ltw_1,2023-04-17_17h21.11.391,quest_noise,2022.2.5,121.09777555672638,
texture,0,0,0,14,,,,,,,,,,solo,0.8,0.8,0.82,quantile,1,0,1,0,9,8,start,4,lin,0.5959476995457093,0.011329900000419002,37.213075599998774,37.213075599998774,37.213075599998774,37.213075599998774,1,0.5959476995457093,1,right,1,,,,,,,,3_ltw_1,2023-04-17_17h21.11.391,quest_noise,2022.2.5,121.09777555672638,
texture,0,0,0,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3_ltw_1,2023-04-17_17h21.11.391,quest_noise,2022.2.5,121.09777555672638,
texture,0,0,0,14,,,,,,,,,,solo,0.8,0.8,0.82,quantile,1,0,1,0,10,9,start,4,lin,0.5725620407867142,0.011677399999825866,39.188122499999736,39.188122499999736,39.188122499999736,39.188122499999736,1,0.5725620407867142,-1,left,1,,,,,,,,3_ltw_1,2023-04-17_17h21.11.391,quest_noise,2022.2.5,121.09777555672638,
texture,0,0,0,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3_ltw_1,2023-04-17_17h21.11.391,quest_noise,2022.2.5,121.09777555672638,
texture,0,0,0,14,,,,,,,,,,solo,0.8,0.8,0.82,quantile,1,0,1,0,11,10,start,4,lin,0.5528505609811394,0.011319299999740906,41.51313409999966,41.51313409999966,41.51313409999966,41.51313409999966,1,0.5528505609811394,1,right,1,,,,,,,,3_ltw_1,2023-04-17_17h21.11.391,quest_noise,2022.2.5,121.09777555672638,
texture,0,0,0,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3_ltw_1,2023-04-17_17h21.11.391,quest_noise,2022.2.5,121.09777555672638,
texture,0,0,0,14,,,,,,,,,,solo,0.8,0.8,0.82,quantile,1,0,1,0,12,11,start,4,lin,0.5359089096211724,0.011470999999801279,43.72151819999999,43.72151819999999,43.72151819999999,43.72151819999999,1,0.5359089096211724,-1,left,1,,,,,,,,3_ltw_1,2023-04-17_17h21.11.391,quest_noise,2022.2.5,121.09777555672638,
texture,0,0,0,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3_ltw_1,2023-04-17_17h21.11.391,quest_noise,2022.2.5,121.09777555672638,
texture,0,0,0,14,,,,,,,,,,solo,0.8,0.8,0.82,quantile,1,0,1,0,13,12,start,4,lin,0.5212168321183686,0.01137170000038168,46.005010400000174,46.005010400000174,46.005010400000174,46.005010400000174,1,0.5212168321183686,1,right,1,,,,,,,,3_ltw_1,2023-04-17_17h21.11.391,quest_noise,2022.2.5,121.09777555672638,
texture,0,0,0,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3_ltw_1,2023-04-17_17h21.11.391,quest_noise,2022.2.5,121.09777555672638,
texture,0,0,0,14,,,,,,,,,,solo,0.8,0.8,0.82,quantile,1,0,1,0,14,13,start,4,lin,0.5079899210461485,0.011299399999188608,48.563352099999975,48.563352099999975,48.563352099999975,48.563352099999975,0,0.5079899210461485,-1,left,0,,,,,,,,3_ltw_1,2023-04-17_17h21.11.391,quest_noise,2022.2.5,121.09777555672638,
texture,0,0,0,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3_ltw_1,2023-04-17_17h21.11.391,quest_noise,2022.2.5,121.09777555672638,
texture,0,0,0,14,,,,,,,,,,solo,0.8,0.8,0.82,quantile,1,0,1,0,15,14,start,4,lin,0.56258719928135,0.011730199999874458,50.60494949999884,50.60494949999884,50.60494949999884,50.60494949999884,1,0.56258719928135,-1,left,1,,,,,,,,3_ltw_1,2023-04-17_17h21.11.391,quest_noise,2022.2.5,121.09777555672638,
texture,0,0,0,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3_ltw_1,2023-04-17_17h21.11.391,quest_noise,2022.2.5,121.09777555672638,
texture,0,0,0,14,,,,,,,,,,solo,0.8,0.8,0.82,quantile,1,0,1,0,16,15,start,4,lin,0.5502679057581752,0.011667700000543846,52.763313299999936,52.763313299999936,52.763313299999936,52.763313299999936,1,0.5502679057581752,-1,left,1,,,,,,,,3_ltw_1,2023-04-17_17h21.11.391,quest_noise,2022.2.5,121.09777555672638,
texture,0,0,0,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3_ltw_1,2023-04-17_17h21.11.391,quest_noise,2022.2.5,121.09777555672638,
texture,0,0,0,14,,,,,,,,,,solo,0.8,0.8,0.82,quantile,1,0,1,0,17,16,start,4,lin,0.539478036029129,0.011534799999935785,54.54673309999998,54.54673309999998,54.54673309999998,54.54673309999998,1,0.539478036029129,-1,left,1,,,,,,,,3_ltw_1,2023-04-17_17h21.11.391,quest_noise,2022.2.5,121.09777555672638,
texture,0,0,0,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3_ltw_1,2023-04-17_17h21.11.391,quest_noise,2022.2.5,121.09777555672638,
texture,0,0,0,14,,,,,,,,,,solo,0.8,0.8,0.82,quantile,1,0,1,0,18,17,start,4,lin,0.5297980975779648,0.011242099999435595,56.59662279999975,56.59662279999975,56.59662279999975,56.59662279999975,1,0.5297980975779648,-1,left,1,,,,,,,,3_ltw_1,2023-04-17_17h21.11.391,quest_noise,2022.2.5,121.09777555672638,
texture,0,0,0,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3_ltw_1,2023-04-17_17h21.11.391,quest_noise,2022.2.5,121.09777555672638,
texture,0,0,0,14,,,,,,,,,,solo,0.8,0.8,0.82,quantile,1,0,1,0,19,18,start,4,lin,0.5210222685762786,0.011488199999803328,58.40497340000002,58.40497340000002,58.40497340000002,58.40497340000002,1,0.5210222685762786,-1,left,1,,,,,,,,3_ltw_1,2023-04-17_17h21.11.391,quest_noise,2022.2.5,121.09777555672638,
texture,0,0,0,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3_ltw_1,2023-04-17_17h21.11.391,quest_noise,2022.2.5,121.09777555672638,
texture,0,0,0,14,,,,,,,,,,solo,0.8,0.8,0.82,quantile,1,0,1,0,20,19,start,4,lin,0.5129470768186051,0.01145159999941825,60.605007499998464,60.605007499998464,60.605007499998464,60.605007499998464,1,0.5129470768186051,-1,left,1,,,,,,,,3_ltw_1,2023-04-17_17h21.11.391,quest_noise,2022.2.5,121.09777555672638,
texture,0,0,0,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3_ltw_1,2023-04-17_17h21.11.391,quest_noise,2022.2.5,121.09777555672638,
texture,0,0,0,14,,,,,,,,,,solo,0.8,0.8,0.82,quantile,1,0,1,0,21,20,start,4,lin,0.5053996814362676,0.012334999999438878,62.6801435999987,62.6801435999987,62.6801435999987,62.6801435999987,1,0.5053996814362676,1,right,1,,,,,,,,3_ltw_1,2023-04-17_17h21.11.391,quest_noise,2022.2.5,121.09777555672638,
texture,0,0,0,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3_ltw_1,2023-04-17_17h21.11.391,quest_noise,2022.2.5,121.09777555672638,
texture,0,0,0,14,,,,,,,,,,solo,0.8,0.8,0.82,quantile,1,0,1,0,22,21,start,4,lin,0.4984099696347788,0.011347999999998137,64.75523749999957,64.75523749999957,64.75523749999957,64.75523749999957,1,0.4984099696347788,-1,left,1,,,,,,,,3_ltw_1,2023-04-17_17h21.11.391,quest_noise,2022.2.5,121.09777555672638,
texture,0,0,0,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3_ltw_1,2023-04-17_17h21.11.391,quest_noise,2022.2.5,121.09777555672638,
texture,0,0,0,14,,,,,,,,,,solo,0.8,0.8,0.82,quantile,1,0,1,0,23,22,start,4,lin,0.49184331896308797,0.0114224999997532,66.99694829999862,66.99694829999862,66.99694829999862,66.99694829999862,1,0.49184331896308797,-1,left,1,,,,,,,,3_ltw_1,2023-04-17_17h21.11.391,quest_noise,2022.2.5,121.09777555672638,
texture,0,0,0,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3_ltw_1,2023-04-17_17h21.11.391,quest_noise,2022.2.5,121.09777555672638,
texture,0,0,0,14,,,,,,,,,,solo,0.8,0.8,0.82,quantile,1,0,1,0,24,23,start,4,lin,0.4855991622740196,0.011501599999974133,69.05513520000022,69.05513520000022,69.05513520000022,69.05513520000022,1,0.4855991622740196,-1,left,1,,,,,,,,3_ltw_1,2023-04-17_17h21.11.391,quest_noise,2022.2.5,121.09777555672638,
texture,0,0,0,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3_ltw_1,2023-04-17_17h21.11.391,quest_noise,2022.2.5,121.09777555672638,
texture,0,0,0,14,,,,,,,,,,solo,0.8,0.8,0.82,quantile,1,0,1,0,25,24,start,4,lin,0.47965907731471213,0.011316299998725299,71.14688719999867,71.14688719999867,71.14688719999867,71.14688719999867,1,0.47965907731471213,1,right,1,,,,,,,,3_ltw_1,2023-04-17_17h21.11.391,quest_noise,2022.2.5,121.09777555672638,
texture,0,0,0,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3_ltw_1,2023-04-17_17h21.11.391,quest_noise,2022.2.5,121.09777555672638,
texture,0,0,0,14,,,,,,,,,,solo,0.8,0.8,0.82,quantile,1,0,1,0,26,25,start,4,lin,0.474068165394624,0.011869399999341113,73.23027319999892,73.23027319999892,73.23027319999892,73.23027319999892,0,0.474068165394624,1,right,0,,,,,,,,3_ltw_1,2023-04-17_17h21.11.391,quest_noise,2022.2.5,121.09777555672638,
texture,0,0,0,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3_ltw_1,2023-04-17_17h21.11.391,quest_noise,2022.2.5,121.09777555672638,
texture,0,0,0,14,,,,,,,,,,solo,0.8,0.8,0.82,quantile,1,0,1,0,27,26,start,4,lin,0.49769780946845266,0.011474699998871074,75.41356839999935,75.41356839999935,75.41356839999935,75.41356839999935,1,0.49769780946845266,1,right,1,,,,,,,,3_ltw_1,2023-04-17_17h21.11.391,quest_noise,2022.2.5,121.09777555672638,
texture,0,0,0,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3_ltw_1,2023-04-17_17h21.11.391,quest_noise,2022.2.5,121.09777555672638,
texture,0,0,0,14,,,,,,,,,,solo,0.8,0.8,0.82,quantile,1,0,1,0,28,27,start,4,lin,0.4924266091130528,0.011360399999830406,77.55542979999882,77.55542979999882,77.55542979999882,77.55542979999882,1,0.4924266091130528,-1,left,1,,,,,,,,3_ltw_1,2023-04-17_17h21.11.391,quest_noise,2022.2.5,121.09777555672638,
texture,0,0,0,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3_ltw_1,2023-04-17_17h21.11.391,quest_noise,2022.2.5,121.09777555672638,
texture,0,0,0,14,,,,,,,,,,solo,0.8,0.8,0.82,quantile,1,0,1,0,29,28,start,4,lin,0.48735183306515417,0.011445900001490372,79.68060650000007,79.68060650000007,79.68060650000007,79.68060650000007,1,0.48735183306515417,1,right,1,,,,,,,,3_ltw_1,2023-04-17_17h21.11.391,quest_noise,2022.2.5,121.09777555672638,
texture,0,0,0,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3_ltw_1,2023-04-17_17h21.11.391,quest_noise,2022.2.5,121.09777555672638,
texture,0,0,0,14,,,,,,,,,,solo,0.8,0.8,0.82,quantile,1,0,1,0,30,29,start,4,lin,0.48257379108702336,0.011327500000334112,81.68044099999861,81.68044099999861,81.68044099999861,81.68044099999861,1,0.48257379108702336,-1,left,1,,,,,,,,3_ltw_1,2023-04-17_17h21.11.391,quest_noise,2022.2.5,121.09777555672638,
texture,0,0,0,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3_ltw_1,2023-04-17_17h21.11.391,quest_noise,2022.2.5,121.09777555672638,
texture,0,0,0,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4664901267461349,0.05235008780903655,0.4744387901041202,,,,,3_ltw_1,2023-04-17_17h21.11.391,quest_noise,2022.2.5,121.09777555672638,
animal,0,1,1,0,,,,,,83.11373749999984,83.11373749999984,space,2.0033233999984077,solo,0.8,0.8,0.82,quantile,1,0,1,0,1,0,start,4,lin,0.8,0.016766099999586004,85.64729979999902,85.64729979999902,85.64729979999902,85.64729979999902,1,0.8,1,right,1,,,,,,,,3_ltw_1,2023-04-17_17h21.11.391,quest_noise,2022.2.5,121.09777555672638,
animal,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3_ltw_1,2023-04-17_17h21.11.391,quest_noise,2022.2.5,121.09777555672638,
animal,0,1,1,0,,,,,,,,,,solo,0.8,0.8,0.82,quantile,1,0,1,0,2,1,start,4,lin,0.7711677739866264,0.011332299998684903,86.88873599999897,86.88873599999897,86.88873599999897,86.88873599999897,1,0.7711677739866264,1,right,1,,,,,,,,3_ltw_1,2023-04-17_17h21.11.391,quest_noise,2022.2.5,121.09777555672638,
animal,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3_ltw_1,2023-04-17_17h21.11.391,quest_noise,2022.2.5,121.09777555672638,
animal,0,1,1,0,,,,,,,,,,solo,0.8,0.8,0.82,quantile,1,0,1,0,3,2,start,4,lin,0.6892364930809887,0.011177600001246901,88.31390069999907,88.31390069999907,88.31390069999907,88.31390069999907,1,0.6892364930809887,1,right,1,,,,,,,,3_ltw_1,2023-04-17_17h21.11.391,quest_noise,2022.2.5,121.09777555672638,
animal,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3_ltw_1,2023-04-17_17h21.11.391,quest_noise,2022.2.5,121.09777555672638,
animal,0,1,1,0,,,,,,,,,,solo,0.8,0.8,0.82,quantile,1,0,1,0,4,3,start,4,lin,0.6252138722597939,0.011376199998267111,90.24713530000008,90.24713530000008,90.24713530000008,90.24713530000008,1,0.6252138722597939,1,right,1,,,,,,,,3_ltw_1,2023-04-17_17h21.11.391,quest_noise,2022.2.5,121.09777555672638,
animal,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3_ltw_1,2023-04-17_17h21.11.391,quest_noise,2022.2.5,121.09777555672638,
animal,0,1,1,0,,,,,,,,,,solo,0.8,0.8,0.82,quantile,1,0,1,0,5,4,start,4,lin,0.5740588781600403,0.011472199999843724,91.77223009999943,91.77223009999943,91.77223009999943,91.77223009999943,1,0.5740588781600403,1,right,1,,,,,,,,3_ltw_1,2023-04-17_17h21.11.391,quest_noise,2022.2.5,121.09777555672638,
animal,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3_ltw_1,2023-04-17_17h21.11.391,quest_noise,2022.2.5,121.09777555672638,
animal,0,1,1,0,,,,,,,,,,solo,0.8,0.8,0.82,quantile,1,0,1,0,6,5,start,4,lin,0.5312315311569114,0.011407499998313142,93.93893649999882,93.93893649999882,93.93893649999882,93.93893649999882,1,0.5312315311569114,-1,left,1,,,,,,,,3_ltw_1,2023-04-17_17h21.11.391,quest_noise,2022.2.5,121.09777555672638,
animal,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3_ltw_1,2023-04-17_17h21.11.391,quest_noise,2022.2.5,121.09777555672638,
animal,0,1,1,0,,,,,,,,,,solo,0.8,0.8,0.82,quantile,1,0,1,0,7,6,start,4,lin,0.49592477917827904,0.01141539999844099,96.1640953999995,96.1640953999995,96.1640953999995,96.1640953999995,1,0.49592477917827904,1,right,1,,,,,,,,3_ltw_1,2023-04-17_17h21.11.391,quest_noise,2022.2.5,121.09777555672638,
