imgType,imageType.thisRepN,imageType.thisTrialN,imageType.thisN,imageType.thisIndex,text_instr.started,block_loop.started,key_resp_2.started,key_resp_2.keys,key_resp_2.rt,image_type.started,instr_resp.started,instr_resp.keys,instr_resp.rt,staircase.label,staircase.startVal,staircase.startValSd,staircase.pThreshold,staircase.method,staircase.maxVal,staircase.minVal,staircase.range,staircase.thisIndex,staircase.thisRepN,staircase.thisN,staircase.direction,staircase.stepSize,staircase.stepType,staircase.intensity,ISI.started,image1.started,image2.started,image3.started,key_resp.started,staircase.response,level,targetSide,CorrectAns,correct,approxThreshold,std,mean,thanks_text.started,key_resp_4.started,key_resp_4.keys,key_resp_4.rt,participant,date,expName,psychopyVersion,frameRate,
,,,,,12.88800709998759,16.745431699993787,16.745431699993787,space,1.375121900011436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7_imamura_1,2023-04-18_16h10.04.076,quest_noise,2022.2.5,119.99155260720245,
flower,0,0,0,2,,,,,,18.153537399994093,18.153537399994093,space,1.5590994999947725,solo,0.8,0.8,0.82,quantile,1,0,1,0,1,0,start,4,lin,0.8,0.3374501000071177,20.570522499998333,20.570522499998333,20.570522499998333,20.570522499998333,1,0.8,-1,left,1,,,,,,,,7_imamura_1,2023-04-18_16h10.04.076,quest_noise,2022.2.5,119.99155260720245,
flower,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7_imamura_1,2023-04-18_16h10.04.076,quest_noise,2022.2.5,119.99155260720245,
flower,0,0,0,2,,,,,,,,,,solo,0.8,0.8,0.82,quantile,1,0,1,0,2,1,start,4,lin,0.7711677739866264,0.011882099992362782,21.64558459998807,21.64558459998807,21.64558459998807,21.64558459998807,1,0.7711677739866264,1,right,1,,,,,,,,7_imamura_1,2023-04-18_16h10.04.076,quest_noise,2022.2.5,119.99155260720245,
flower,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7_imamura_1,2023-04-18_16h10.04.076,quest_noise,2022.2.5,119.99155260720245,
flower,0,0,0,2,,,,,,,,,,solo,0.8,0.8,0.82,quantile,1,0,1,0,3,2,start,4,lin,0.6892364930809887,0.01123649999499321,22.70387299999129,22.70387299999129,22.70387299999129,22.70387299999129,1,0.6892364930809887,-1,left,1,,,,,,,,7_imamura_1,2023-04-18_16h10.04.076,quest_noise,2022.2.5,119.99155260720245,
flower,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7_imamura_1,2023-04-18_16h10.04.076,quest_noise,2022.2.5,119.99155260720245,
flower,0,0,0,2,,,,,,,,,,solo,0.8,0.8,0.82,quantile,1,0,1,0,4,3,start,4,lin,0.6252138722597939,0.012505699996836483,23.754010999997263,23.754010999997263,23.754010999997263,23.754010999997263,1,0.6252138722597939,-1,left,1,,,,,,,,7_imamura_1,2023-04-18_16h10.04.076,quest_noise,2022.2.5,119.99155260720245,
flower,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7_imamura_1,2023-04-18_16h10.04.076,quest_noise,2022.2.5,119.99155260720245,
flower,0,0,0,2,,,,,,,,,,solo,0.8,0.8,0.82,quantile,1,0,1,0,5,4,start,4,lin,0.5740588781600403,0.011502400011522695,24.82893369998783,24.82893369998783,24.82893369998783,24.82893369998783,1,0.5740588781600403,1,right,1,,,,,,,,7_imamura_1,2023-04-18_16h10.04.076,quest_noise,2022.2.5,119.99155260720245,
flower,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7_imamura_1,2023-04-18_16h10.04.076,quest_noise,2022.2.5,119.99155260720245,
flower,0,0,0,2,,,,,,,,,,solo,0.8,0.8,0.82,quantile,1,0,1,0,6,5,start,4,lin,0.5312315311569114,0.011320099991280586,25.945643699989887,25.945643699989887,25.945643699989887,25.945643699989887,1,0.5312315311569114,-1,left,1,,,,,,,,7_imamura_1,2023-04-18_16h10.04.076,quest_noise,2022.2.5,119.99155260720245,
flower,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7_imamura_1,2023-04-18_16h10.04.076,quest_noise,2022.2.5,119.99155260720245,
flower,0,0,0,2,,,,,,,,,,solo,0.8,0.8,0.82,quantile,1,0,1,0,7,6,start,4,lin,0.49592477917827904,0.011423000003560446,27.02907229999255,27.02907229999255,27.02907229999255,27.02907229999255,1,0.49592477917827904,1,right,1,,,,,,,,7_imamura_1,2023-04-18_16h10.04.076,quest_noise,2022.2.5,119.99155260720245,
flower,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7_imamura_1,2023-04-18_16h10.04.076,quest_noise,2022.2.5,119.99155260720245,
flower,0,0,0,2,,,,,,,,,,solo,0.8,0.8,0.82,quantile,1,0,1,0,8,7,start,4,lin,0.46698116941993095,0.01148749999993015,28.12902639999811,28.12902639999811,28.12902639999811,28.12902639999811,1,0.46698116941993095,1,right,1,,,,,,,,7_imamura_1,2023-04-18_16h10.04.076,quest_noise,2022.2.5,119.99155260720245,
flower,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7_imamura_1,2023-04-18_16h10.04.076,quest_noise,2022.2.5,119.99155260720245,
flower,0,0,0,2,,,,,,,,,,solo,0.8,0.8,0.82,quantile,1,0,1,0,9,8,start,4,lin,0.4430068457305388,0.011314000003039837,29.254096499993466,29.254096499993466,29.254096499993466,29.254096499993466,1,0.4430068457305388,1,right,1,,,,,,,,7_imamura_1,2023-04-18_16h10.04.076,quest_noise,2022.2.5,119.99155260720245,
flower,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7_imamura_1,2023-04-18_16h10.04.076,quest_noise,2022.2.5,119.99155260720245,
flower,0,0,0,2,,,,,,,,,,solo,0.8,0.8,0.82,quantile,1,0,1,0,10,9,start,4,lin,0.42295195219009735,0.011641999997664243,30.43730579999101,30.43730579999101,30.43730579999101,30.43730579999101,1,0.42295195219009735,-1,left,1,,,,,,,,7_imamura_1,2023-04-18_16h10.04.076,quest_noise,2022.2.5,119.99155260720245,
flower,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7_imamura_1,2023-04-18_16h10.04.076,quest_noise,2022.2.5,119.99155260720245,
flower,0,0,0,2,,,,,,,,,,solo,0.8,0.8,0.82,quantile,1,0,1,0,11,10,start,4,lin,0.4063189003109283,0.011423899995861575,31.562358600000152,31.562358600000152,31.562358600000152,31.562358600000152,1,0.4063189003109283,1,right,1,,,,,,,,7_imamura_1,2023-04-18_16h10.04.076,quest_noise,2022.2.5,119.99155260720245,
flower,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7_imamura_1,2023-04-18_16h10.04.076,quest_noise,2022.2.5,119.99155260720245,
flower,0,0,0,2,,,,,,,,,,solo,0.8,0.8,0.82,quantile,1,0,1,0,12,11,start,4,lin,0.39260237199069375,0.011194600010639988,32.97066459999769,32.97066459999769,32.97066459999769,32.97066459999769,1,0.39260237199069375,-1,left,1,,,,,,,,7_imamura_1,2023-04-18_16h10.04.076,quest_noise,2022.2.5,119.99155260720245,
flower,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7_imamura_1,2023-04-18_16h10.04.076,quest_noise,2022.2.5,119.99155260720245,
flower,0,0,0,2,,,,,,,,,,solo,0.8,0.8,0.82,quantile,1,0,1,0,13,12,start,4,lin,0.38103863282156525,0.011916400006157346,34.36263069999404,34.36263069999404,34.36263069999404,34.36263069999404,1,0.38103863282156525,-1,left,1,,,,,,,,7_imamura_1,2023-04-18_16h10.04.076,quest_noise,2022.2.5,119.99155260720245,
flower,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7_imamura_1,2023-04-18_16h10.04.076,quest_noise,2022.2.5,119.99155260720245,
flower,0,0,0,2,,,,,,,,,,solo,0.8,0.8,0.82,quantile,1,0,1,0,14,13,start,4,lin,0.37139804414009503,0.011504100009915419,35.76238129999547,35.76238129999547,35.76238129999547,35.76238129999547,1,0.37139804414009503,1,right,1,,,,,,,,7_imamura_1,2023-04-18_16h10.04.076,quest_noise,2022.2.5,119.99155260720245,
flower,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7_imamura_1,2023-04-18_16h10.04.076,quest_noise,2022.2.5,119.99155260720245,
flower,0,0,0,2,,,,,,,,,,solo,0.8,0.8,0.82,quantile,1,0,1,0,15,14,start,4,lin,0.36330902054639197,0.011748699995223433,37.112686499996926,37.112686499996926,37.112686499996926,37.112686499996926,1,0.36330902054639197,-1,left,1,,,,,,,,7_imamura_1,2023-04-18_16h10.04.076,quest_noise,2022.2.5,119.99155260720245,
flower,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7_imamura_1,2023-04-18_16h10.04.076,quest_noise,2022.2.5,119.99155260720245,
flower,0,0,0,2,,,,,,,,,,solo,0.8,0.8,0.82,quantile,1,0,1,0,16,15,start,4,lin,0.3563983726426918,0.01150019999477081,38.420818599988706,38.420818599988706,38.420818599988706,38.420818599988706,1,0.3563983726426918,1,right,1,,,,,,,,7_imamura_1,2023-04-18_16h10.04.076,quest_noise,2022.2.5,119.99155260720245,
