imgType,imageType.thisRepN,imageType.thisTrialN,imageType.thisN,imageType.thisIndex,text_instr.started,block_loop.started,key_resp_2.started,key_resp_2.keys,key_resp_2.rt,image_type.started,instr_resp.started,instr_resp.keys,instr_resp.rt,staircase.label,staircase.startVal,staircase.startValSd,staircase.pThreshold,staircase.method,staircase.maxVal,staircase.minVal,staircase.range,staircase.thisIndex,staircase.thisRepN,staircase.thisN,staircase.direction,staircase.stepSize,staircase.stepType,staircase.intensity,ISI.started,image1.started,image2.started,image3.started,key_resp.started,staircase.response,level,targetSide,CorrectAns,correct,approxThreshold,std,mean,thanks_text.started,key_resp_4.started,key_resp_4.keys,key_resp_4.rt,participant,date,expName,psychopyVersion,frameRate,
,,,,,17.815989299997455,21.672745499992743,21.672745499992743,space,1.9376376000000164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7_imamura_2,2023-04-20_13h57.24.631,quest_noise,2022.2.5,119.86613350144061,
landscape,0,0,0,8,,,,,,23.64781279998715,23.64781279998715,space,1.4344856000097934,solo,0.8,0.8,0.82,quantile,1,0,1,0,1,0,start,4,lin,0.8,0.33534839999629185,25.931173899996793,25.931173899996793,25.931173899996793,25.931173899996793,1,0.8,-1,left,1,,,,,,,,7_imamura_2,2023-04-20_13h57.24.631,quest_noise,2022.2.5,119.86613350144061,
landscape,0,0,0,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7_imamura_2,2023-04-20_13h57.24.631,quest_noise,2022.2.5,119.86613350144061,
landscape,0,0,0,8,,,,,,,,,,solo,0.8,0.8,0.82,quantile,1,0,1,0,2,1,start,4,lin,0.7711677739866264,0.011457999993581325,27.481111399974907,27.481111399974907,27.481111399974907,27.481111399974907,1,0.7711677739866264,-1,left,1,,,,,,,,7_imamura_2,2023-04-20_13h57.24.631,quest_noise,2022.2.5,119.86613350144061,
landscape,0,0,0,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7_imamura_2,2023-04-20_13h57.24.631,quest_noise,2022.2.5,119.86613350144061,
landscape,0,0,0,8,,,,,,,,,,solo,0.8,0.8,0.82,quantile,1,0,1,0,3,2,start,4,lin,0.6892364930809887,0.011077599978307262,28.847881800000323,28.847881800000323,28.847881800000323,28.847881800000323,1,0.6892364930809887,1,right,1,,,,,,,,7_imamura_2,2023-04-20_13h57.24.631,quest_noise,2022.2.5,119.86613350144061,
landscape,0,0,0,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7_imamura_2,2023-04-20_13h57.24.631,quest_noise,2022.2.5,119.86613350144061,
landscape,0,0,0,8,,,,,,,,,,solo,0.8,0.8,0.82,quantile,1,0,1,0,4,3,start,4,lin,0.6252138722597939,0.011579999991226941,30.28118419999373,30.28118419999373,30.28118419999373,30.28118419999373,1,0.6252138722597939,-1,left,1,,,,,,,,7_imamura_2,2023-04-20_13h57.24.631,quest_noise,2022.2.5,119.86613350144061,
landscape,0,0,0,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7_imamura_2,2023-04-20_13h57.24.631,quest_noise,2022.2.5,119.86613350144061,
landscape,0,0,0,8,,,,,,,,,,solo,0.8,0.8,0.82,quantile,1,0,1,0,5,4,start,4,lin,0.5740588781600403,0.011145800002850592,31.697949299996253,31.697949299996253,31.697949299996253,31.697949299996253,1,0.5740588781600403,1,right,1,,,,,,,,7_imamura_2,2023-04-20_13h57.24.631,quest_noise,2022.2.5,119.86613350144061,
